dmrecord,title,file,link,dpi,viewer,date,creator,publisher,scale,physical_width,physical_height
5317,"N.4 Buurt B, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130005.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5317,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5317,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5318,"N.5 Buurt C, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130006.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5318,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5318,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5319,"N.6 Buurt D, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130007.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5319,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5319,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5320,"N.7 Buurt E, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130008.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5320,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5320,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5321,"N.8 Buurt F, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130009.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5321,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5321,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5322,"N.9 Buurt G, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130010.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5322,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5322,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5323,"N.10 Buurt H, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130011.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5323,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5323,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5324,"N.11 Buurt J, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130012.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5324,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5324,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5325,"N.12 Buurt K, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130013.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5325,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5325,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5326,"N.13 Buurt L, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130014.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5326,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5326,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5327,"N.14 Buurt M, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130015.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5327,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5327,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5328,"N.15 Buurt N, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130016.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5328,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5328,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5329,"N.16 Buurt O, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130017.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5329,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5329,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5330,"N.17 Buurt P, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130018.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5330,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5330,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5331,"N.18 Buurt Q, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130019.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5331,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5331,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5332,"N.19 Buurt R, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130020.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5332,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5332,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5333,"N.20 Buurt S, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130021.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5333,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5333,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5334,"N.21 Buurt T 1ste blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130022.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5334,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5334,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5335,"N.22 Buurt T 2de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130023.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5335,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5335,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5336,"N.23 Buurt T 3de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130024.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5336,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5336,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5337,"N.24 Buurt T 4de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130025.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5337,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5337,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5338,"N.25 Buurt T 5de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130026.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5338,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5338,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5339,"N.26 Buurt U 1ste blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130027.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5339,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5339,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5340,"N.27 Buurt U 2de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130028.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5340,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5340,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5341,"N.28 Buurt U 3de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130029.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5341,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5341,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5342,"N.29 Buurt U 4de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130030.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5342,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5342,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5343,"N.30 Buurt U 5de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130031.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5343,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5343,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5344,"N.31 Buurt V 1ste blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130032.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5344,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5344,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5345,"N.32 Buurt V 2de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130033.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5345,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5345,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5346,"N.33 Buurt V 3de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130034.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5346,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5346,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5347,"N.34 Buurt W 1ste blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130035.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5347,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5347,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5348,"N.35 Buurt W 2de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130036.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5348,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5348,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5349,"N.36 Buurt W 3de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130037.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5349,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5349,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5350,"N.37 Buurt X, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130038.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5350,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5350,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5351,"N.38 Buurt Y, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130039.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5351,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5351,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5352,"N.39 Buurt Z 1ste blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130040.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5352,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5352,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5353,"N.40 Buurt Z 2de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130041.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5353,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5353,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5354,"N.41 Buurt AA, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130042.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5354,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5354,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5355,"N.42 Buurt BB, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130043.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5355,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5355,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5356,"N.43 Buurt CC, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130044.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5356,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5356,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5357,"N.44 Buurt DD, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130045.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5357,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5357,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5358,"N.45 Buurt EE, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130046.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5358,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5358,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5359,"N.46 Buurt FF, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130047.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5359,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5359,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5360,"N.47 Buurt GG, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130048.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5360,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5360,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5361,"N.48 Buurt HH, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130049.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5361,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5361,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5362,"N.49 Buurt JJ 1ste blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130050.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5362,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5362,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5363,"N.50 Buurt JJ 2de blad, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130051.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5363,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5363,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
5364,"N.51 Buurt KK, uit: Atlas van de gemeente Amsterdam : bevattende de grondteekening van alle gebouwen met de tegenwoordige nommering, en onderscheiding van gemeente-eigendommen, publieke en bijzondere gebouwen, woon- en pakhuizen : in 101 kaarten / naar officiële bronnen bewerkt; [schaal 1:1.250]",0106053130052.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/5364,300,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/5415/show/5364,1876,Jan Christiaan Loman Jr. 1825-1897; J.Smulders & Co./1 Den Haag,,,47,59
